"","AppID","name","MetaScore","free","dlc","isDlc","developer","publisher","Mac","Windows","Linux","single","multi","mmo","coop","crossP","achieve","leadB","cloud","trade","workS","antiCheat","release_date","RPG","Strategy","Action","Adventure","Simulation","Indie","Casual","FreetoPlay","MassivelyMultiplayer","Racing","Sports","EarlyAccess"
"1065674",208710,"Colour Bind",NA,0,0,0,"Finn Morgan","Puppy Punch Productions",0,1,0,1,0,0,1,0,1,1,1,0,1,0,2012-09-24,"False","False","True","False","False","True","False","False","False","False","False","False"
"1066240",208730,"Game of Thrones",58,0,3,0,"Cyanide Studios","Focus Home Interactive",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2012-06-07,"True","False","True","False","False","False","False","False","False","False","False","False"
"1066806",208740,"Game of Thrones - Beyond the Wall (Blood Bound) DLC",NA,0,0,1,"Cyanide Studios ","Focus Home Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-11-08,"True","False","True","False","False","False","False","False","False","False","False","False"
"1067372",208741,"Game of Thrones - Weapon Pack",NA,0,0,1,"Cyanide Studios","Focus Home Interactive",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2012-07-02,"True","False","True","False","False","False","False","False","False","False","False","False"
"1067806",208742,"Game of Thrones - Dog Pack DLC",NA,0,0,1,"Cyanide Studios","Focus Home Interactive",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2012-10-04,"True","False","True","False","False","False","False","False","False","False","False","False"
"1068240",208750,"Apotheon",78,0,1,0,"Alientrap","Alientrap",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2015-02-03,"True","False","True","True","False","True","False","False","False","False","False","False"
"1068623",208790,"Tomb Raider: Scavenger Scout",NA,0,0,1,"Crystal Dynamics","Square Enix",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1069189",208791,"Tomb Raider: Scavenger Executioner",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","SQUARE ENIX, Eidos Interactive,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-06-04,"False","False","True","True","False","False","False","False","False","False","False","False"
"1069657",208792,"Tomb Raider: Scavenger Bandit",NA,0,0,1,"Crystal Dynamics","Square Enix",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1070125",208793,"Tomb Raider: Fisherman",NA,0,0,1,"Crystal Dynamics","Square Enix",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1070593",208795,"Tomb Raider: Silverballer",NA,0,0,1,"Crystal Dynamics","Square Enix",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1071061",208796,"Tomb Raider: Agency SPS 12",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-25,"False","False","True","True","False","False","False","False","False","False","False","False"
"1071529",208797,"Tomb Raider: HX AP-15",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1071997",208798,"Tomb Raider: JAGD P22G",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1072465",208799,"Tomb Raider: M590 12ga",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1072933",208800,"Tomb Raider: STG 58 Elite",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1073499",208802,"Tomb Raider: Agility Skill",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,1,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1073933",208806,"Tomb Raider: Hunter Skin",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1074401",208807,"Tomb Raider: Aviatrix Skin",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1074869",208808,"Tomb Raider: Guerilla Skin",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1075337",208809,"Tomb Raider: Mountaineer Skin",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,1,0,0,0,2013-05-07,"False","False","True","True","False","False","False","False","False","False","False","False"
"1075805",208810,"Tomb Raider: Shanty Town",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-03-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"1076371",208811,"Tomb Raider: Caves and Cliffs Multiplayer Map Pack",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,1,0,0,0,2013-04-23,"False","False","True","True","False","False","False","False","False","False","False","False"
"1076839",208812,"Tomb Raider: Tomb of the Lost Adventurer",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2013-06-04,"False","False","True","True","False","False","False","False","False","False","False","False"
"1077307",208813,"Tomb Raider: Shipwrecked Multiplayer Map Pack",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","SQUARE ENIX, Eidos Interactive,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,1,0,0,0,2013-05-07,"False","False","True","True","False","False","False","False","False","False","False","False"
"1077775",208814,"Tomb Raider: 1939 Multiplayer Map Pack",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,1,0,0,0,2013-04-03,"False","False","True","True","False","False","False","False","False","False","False","False"
"1078243",208817,"Tomb Raider: Demolition Skin",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,1,0,0,0,2013-05-07,"False","False","True","True","False","False","False","False","False","False","False","False"
"1078711",208818,"Tomb Raider: Sure-Shot Skin",NA,0,0,1,"Crystal Dynamics,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac)",1,1,0,1,1,0,0,0,1,0,1,0,0,0,2013-05-07,"False","False","True","True","False","False","False","False","False","False","False","False"
"1079179",208830,"Magic: The Gathering - 2013 Deck Pack 1",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-11-07,"False","True","False","False","False","False","False","False","False","False","False","False"
"1079745",208831,"Magic: The Gathering - 2013 Deck Pack 2",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-12-05,"False","True","False","False","False","False","False","False","False","False","False","False"
"1080179",208832,"Magic: The Gathering - 2013 Deck Pack 3",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2013-01-09,"False","True","False","False","False","False","False","False","False","False","False","False"
"1080613",208833,"Magic 2013 ""Act of War"" Deck Key",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-11-21,"False","True","False","False","False","False","False","False","False","False","False","False"
"1081047",208834,"Magic 2013 ""Act of War"" Foil Conversion",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-11-21,"False","True","False","False","False","False","False","False","False","False","False","False"
"1081481",208835,"Magic 2013 \u201cRogue\u2019s Gallery\u201d Deck Key",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2013-01-09,"False","True","False","False","False","False","False","False","False","False","False","False"
"1081915",208836,"Magic 2013 \u201cRogue\u2019s Gallery\u201d Foil Conversion",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2013-01-09,"False","True","False","False","False","False","False","False","False","False","False","False"
"1082349",208837,"Magic 2013 ""Berserker Rage"" Deck Key",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-12-19,"False","True","False","False","False","False","False","False","False","False","False","False"
"1082783",208838,"Magic 2013 ""Berserker Rage"" Foil Conversion",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-12-19,"False","True","False","False","False","False","False","False","False","False","False","False"
"1083217",208839,"Magic 2013 ""Grim Procession"" Deck Key",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-12-19,"False","True","False","False","False","False","False","False","False","False","False","False"
"1083651",208840,"Magic 2013 ""Grim Procession"" Foil Conversion",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-12-19,"False","True","False","False","False","False","False","False","False","False","False","False"
"1084217",208841,"Magic 2013 ""Sky and Scale"" Deck Key",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-11-21,"False","True","False","False","False","False","False","False","False","False","False","False"
"1084651",208842,"Magic 2013 ""Sky and Scale"" Foil Conversion",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2012-11-21,"False","True","False","False","False","False","False","False","False","False","False","False"
"1085085",208843,"Magic 2013 \u201cMana Mastery\u201d Deck Key",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2013-01-09,"False","True","False","False","False","False","False","False","False","False","False","False"
"1085519",208844,"Magic 2013 \u201cMana Mastery\u201d Foil Conversion",NA,0,0,1,"Stainless Games","Wizards of the Coast LLC",0,1,0,1,1,0,1,0,1,1,1,0,0,0,2013-01-09,"False","True","False","False","False","False","False","False","False","False","False","False"
"1085953",208860,"Mad Riders\u2122",NA,0,1,0,"Techland","Ubisoft",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2012-05-30,"False","False","False","False","True","False","False","False","False","True","False","False"
"1086519",208881,"Mad Riders - Daredevil Map Pack",NA,0,0,1,"Techland","Ubisoft",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2012-07-31,"False","False","False","False","True","False","False","False","False","True","False","False"
"1086953",209000,"Batman\u2122: Arkham Origins",74,0,8,0,"WB Games Montreal,Splash Damage","Warner Bros. Interactive Entertainment",1,1,0,1,1,0,0,0,1,1,1,1,0,0,2013-10-24,"False","False","True","True","False","False","False","False","False","False","False","False"
"1087519",209060,"Drunken Robot Pornography",66,0,0,0,"Dejobaan Games, LLC","Dejobaan Games, LLC",0,1,1,1,0,0,0,0,1,1,0,1,1,0,2014-02-19,"False","False","True","False","False","True","False","False","False","False","False","False"
"1088085",209080,"Guns of Icarus Online",64,0,0,0,"Muse Games","Muse Games",1,1,1,0,1,0,0,0,1,0,0,1,1,0,2012-10-29,"False","False","True","True","True","True","False","False","False","False","False","False"
"1088651",209100,"Resident Evil: Operation Raccoon City",48,0,8,0,"Slant Six Games","Capcom Co. Ltd",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2012-05-18,"False","False","True","False","False","False","False","False","False","False","False","False"
"1089217",209120,"Street Fighter X Tekken",79,0,61,0,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2012-05-11,"False","False","True","False","False","False","False","False","False","False","False","False"
"1089783",209160,"Call of Duty\xae: Ghosts",68,0,51,0,"Infinity Ward","Activision",0,1,0,1,1,0,0,0,1,1,1,0,0,1,2014-03-25,"False","False","True","False","False","False","False","False","False","False","False","False"
"1090350",209190,"Stealth Bastard Deluxe",80,0,2,0,"Curve Studios","Curve Digital",1,1,1,1,0,0,0,0,1,1,1,1,0,0,2012-11-28,"False","False","True","False","False","True","False","False","False","False","False","False"
"1090916",209201,"Stealth Bastard Deluxe - Soundtrack",NA,0,0,1,"Curve Studios","Curve Studios",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-11-28,"False","False","True","False","False","True","False","False","False","False","False","False"
"1091350",209202,"Stealth Bastard Deluxe - The Teleporter Chambers",NA,0,0,1,"Curve Studios","Curve Digital",1,1,1,1,0,0,0,0,1,1,1,0,0,0,2013-03-14,"False","False","True","False","False","True","False","False","False","False","False","False"
"1091784",209230,"Sherlock Holmes and The Hound of The Baskervilles",NA,0,0,0,"Waterlily Games","Frogwares",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010-11-11,"False","False","False","True","False","False","True","False","False","False","False","False"
"1092350",209270,"Hero Academy",75,0,6,0,"Robot Entertainment","Robot Entertainment",1,1,1,1,1,0,0,1,0,0,0,0,0,0,2012-08-10,"False","True","False","False","False","True","False","False","False","False","False","False"
"1092916",209310,"Hero Academy - Challenge Pack",NA,0,0,1,"Robot Entertainment","Robot Entertainment",1,1,0,1,1,0,0,1,0,0,0,0,0,0,2012-11-17,"False","True","False","False","False","True","False","False","False","False","False","False"
"1093482",209330,"A Valley Without Wind",54,0,0,0,"Arcen Games, LLC","Arcen Games, LLC",1,1,1,1,1,0,1,1,1,0,0,1,0,0,2012-04-24,"False","False","True","True","False","True","False","False","False","False","False","False"
"1094048",209360,"All Zombies Must Die!: Scorepocalypse ",NA,0,0,0,"Doublesix Games","Doublesix Games",0,1,0,1,0,0,1,0,1,1,1,0,0,0,2012-04-19,"False","False","True","False","False","True","False","False","False","False","False","False"
"1094614",209370,"Analogue: A Hate Story",62,0,1,0,"Love Conquers All Games","Love Conquers All Games",1,1,1,1,0,0,0,0,1,0,1,0,0,0,2012-04-27,"False","False","False","False","False","True","False","False","False","False","False","False"
"1095180",209390,"Dungeonbowl - Knockout Edition",NA,0,0,0,"Cyanide","Cyanide",0,1,0,0,1,0,0,0,1,1,1,0,0,0,2012-07-02,"False","True","False","False","False","False","False","False","False","False","True","False"
"1095746",209460,"Rage: The Scorchers\u2122",NA,0,0,1,"id Software","Bethesda Softworks",0,1,0,1,1,0,1,0,1,0,0,0,0,0,2012-12-18,"False","False","True","False","False","False","False","False","False","False","False","False"
"1096312",209520,"Mini Motor Racing EVO",NA,0,0,0,"The Binary Mill","The Binary Mill",0,1,0,1,1,0,0,1,1,1,1,1,0,0,2013-05-01,"False","False","False","False","False","True","True","False","False","True","False","False"
"1096878",209540,"Strike Suit Zero",66,0,4,0,"Born Ready Games Ltd.","Born Ready Games",1,1,1,1,0,0,0,0,1,1,1,1,1,0,2013-01-23,"False","False","True","False","True","True","False","False","False","False","False","False"
"1097444",209548,"Strike Suit Zero Heroes of the Fleet DLC",NA,0,0,1,"Born Ready Games Ltd.","Born Ready Games",1,1,1,1,0,0,0,0,1,1,1,0,0,0,2013-05-20,"False","False","True","False","True","True","False","False","False","False","False","False"
"1097878",209610,"Roller Coaster Rampage",NA,0,0,0,"Pantera Entertainment","Pantera Entertainment",0,1,0,1,0,0,0,0,1,1,1,0,0,1,2012-06-19,"False","False","False","False","True","True","True","False","False","False","False","False"
"1098444",209630,"Magrunner: Dark Pulse",NA,0,0,0,"Frogwares","Frogwares",0,1,0,1,0,0,0,0,1,0,1,0,0,0,2013-06-20,"False","False","True","True","False","False","False","False","False","False","False","False"
"1099010",209650,"Call of Duty\xae: Advanced Warfare - Gold Edition",78,0,44,0,"Sledgehammer Games,Raven Software","Activision",0,1,0,1,1,0,0,0,1,1,1,0,0,1,2014-11-03,"False","False","True","False","False","False","False","False","False","False","False","False"
"1099475",209670,"Cortex Command",44,0,0,0,"Data Realms","Data Realms, LLC",1,1,0,1,0,0,1,0,1,0,1,1,1,0,2012-09-28,"False","True","True","False","False","True","False","False","False","False","False","False"
"1100041",209690,"Fieldrunners",NA,0,0,0,"Subatomic Studios LLC","Subatomic Studios LLC",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2012-05-24,"False","True","False","False","False","True","True","False","False","False","False","False"
"1100607",209710,"War of the Immortals",NA,1,0,0,"Perfect World Shanghai","Perfect World Entertainment",0,1,0,1,1,1,1,0,0,0,0,0,0,0,2012-08-30,"True","False","True","False","False","False","True","True","True","False","False","False"
"1101173",209730,"R.A.W. Realms of Ancient War",NA,0,0,0,"Wizarbox","Focus Home Interactive",0,1,0,1,0,0,1,0,1,0,1,0,0,0,2012-10-11,"True","False","True","False","False","False","False","False","False","False","False","False"
